Date,Name,Expense,Amount
2024-10-11,Spotify,Expense,416.18
2023-10-28,Walgreens,Expense,334.4
2023-03-07,Salary Deposit,Income,199.18
2023-08-26,Costco,Expense,827.35
2023-05-30,Salary Deposit,Income,172.81
2022-11-28,Misc Income,Income,357.97
2022-01-18,Car Insurance,Expense,721.73
2023-07-18,Salary Deposit,Income,216.45
2023-08-07,Salary Deposit,Income,187.86
2024-07-05,Salary Deposit,Income,555.09
2024-06-30,Salary Deposit,Income,858.85
2023-01-06,Salary Deposit,Income,669.97
2022-07-08,Salary Deposit,Income,717.34
2024-12-04,Salary Deposit,Income,996.12
2023-06-29,Kroger,Expense,971.53
2023-07-07,Salary Deposit,Income,646.36
2022-12-15,Internet Provider,Expense,876.86
2022-12-20,Starbucks,Expense,9.05
2023-06-29,Internet Provider,Expense,310.07
2022-06-21,Salary Deposit,Income,335.07
2022-10-30,Salary Deposit,Income,247.71
2023-04-26,Car Insurance,Expense,426.22
2024-12-18,CVS Pharmacy,Expense,914.02
2023-10-29,Uber,Expense,997.56
2022-12-26,Salary Deposit,Income,707.22
2023-07-03,Salary Deposit,Income,863.75
2023-03-15,Salary Deposit,Income,958.28
2022-11-02,Salary Deposit,Income,658.39
2022-01-23,Internet Provider,Expense,235.64
2023-04-05,Internet Provider,Expense,150.02
2024-04-07,McDonald's,Expense,168.47
2022-02-28,Starbucks,Expense,701.08
2023-06-19,Walmart,Expense,737.4
2024-06-27,Salary Deposit,Income,831.0
2023-08-23,Phone Company,Expense,167.77
2022-11-09,Spotify,Expense,774.13
2023-11-04,Salary Deposit,Income,717.62
2024-12-28,Salary Deposit,Income,921.24
2024-11-21,Misc Income,Income,853.03
2022-10-27,Amazon,Expense,359.97
2022-11-15,Kroger,Expense,104.97
2024-07-21,Target,Expense,347.79
2023-08-02,Walgreens,Expense,753.76
2024-05-28,Target,Expense,437.58
2022-06-28,Misc Income,Income,171.69
2022-12-25,Misc Income,Income,623.56
2024-06-01,Shell Gas,Expense,234.66
2022-03-28,Costco,Expense,28.91
2022-04-08,Salary Deposit,Income,312.29
2023-10-13,Salary Deposit,Income,79.49
2024-04-02,Salary Deposit,Income,94.34
2023-08-27,Salary Deposit,Income,950.23
2023-06-04,Health Insurance,Expense,697.95
2022-08-27,Home Depot,Expense,727.05
2023-06-22,Salary Deposit,Income,964.73
2023-10-04,Salary Deposit,Income,530.04
2022-03-11,Spotify,Expense,794.44
2024-09-12,McDonald's,Expense,237.7
2022-09-18,Salary Deposit,Income,922.1
2022-07-24,Salary Deposit,Income,832.54
2022-01-18,Misc Income,Income,226.36
2023-05-12,Electric Company,Expense,264.23
2024-09-08,Starbucks,Expense,876.84
2023-03-03,Misc Income,Income,306.56
2024-03-03,Shell Gas,Expense,6.59
2024-10-05,Salary Deposit,Income,764.11
2023-04-28,Electric Company,Expense,549.16
2024-12-26,Salary Deposit,Income,98.73
2024-05-12,Gym Membership,Expense,727.87
2024-03-05,Shell Gas,Expense,664.44
2023-06-10,Rent Payment,Expense,325.22
2023-05-09,Salary Deposit,Income,628.58
2023-01-11,Electric Company,Expense,635.61
2022-04-30,Walgreens,Expense,160.2
2024-06-19,Salary Deposit,Income,289.31
2024-03-06,Misc Income,Income,945.24
2023-06-12,Amazon,Expense,399.96
2023-05-22,Costco,Expense,918.41
2023-01-15,Misc Income,Income,605.76
2023-07-16,Amazon,Expense,963.19
2022-07-23,Health Insurance,Expense,805.79
2022-08-02,Amazon,Expense,368.47
2024-09-20,Salary Deposit,Income,526.24
2024-01-19,Salary Deposit,Income,928.71
2024-12-07,Misc Income,Income,628.49
2022-04-24,Salary Deposit,Income,977.63
2023-08-16,Internet Provider,Expense,561.13
2024-09-21,Salary Deposit,Income,802.57
2022-04-03,Target,Expense,216.6
2022-05-17,Phone Company,Expense,561.65
2022-10-09,Salary Deposit,Income,36.52
2023-07-12,Salary Deposit,Income,740.52
2024-03-29,Internet Provider,Expense,548.07
2024-09-12,Amazon,Expense,131.11
2023-10-09,Shell Gas,Expense,497.55
2024-07-08,Salary Deposit,Income,187.04
2024-08-17,Salary Deposit,Income,110.29
2022-11-13,Amazon,Expense,276.16
2024-06-10,Uber,Expense,551.72
2022-10-20,Car Insurance,Expense,609.24
2024-01-07,Salary Deposit,Income,163.68
2024-03-28,Shell Gas,Expense,164.88
2023-01-22,Salary Deposit,Income,749.36
2022-10-05,McDonald's,Expense,616.69
2022-12-04,Amazon,Expense,847.7
2024-11-26,Electric Company,Expense,613.13
2022-12-26,Apple Store,Expense,214.25
2023-03-01,Uber,Expense,808.92
2022-06-03,Salary Deposit,Income,731.37
2022-09-14,Car Insurance,Expense,759.07
2024-06-16,Salary Deposit,Income,102.43
2023-12-20,Shell Gas,Expense,485.38
2023-04-06,Salary Deposit,Income,29.13
2024-06-12,Water Utility,Expense,771.75
2022-04-01,Costco,Expense,792.66
2022-06-18,Target,Expense,44.4
2023-01-06,Misc Income,Income,422.96
2022-06-15,Water Utility,Expense,746.44
2024-05-04,Salary Deposit,Income,926.54
2022-04-19,Spotify,Expense,216.88
2022-09-12,Phone Company,Expense,950.75
2022-01-25,Salary Deposit,Income,788.52
2024-01-22,Gym Membership,Expense,693.18
2023-07-06,Apple Store,Expense,270.67
2022-11-25,Salary Deposit,Income,499.67
2022-12-27,Apple Store,Expense,183.9
2022-02-25,Phone Company,Expense,88.15
2022-02-21,Salary Deposit,Income,814.96
2022-11-16,Salary Deposit,Income,955.7
2024-11-28,Salary Deposit,Income,343.65
2022-10-24,Uber,Expense,982.12
2022-07-08,Salary Deposit,Income,470.92
2022-02-12,Walgreens,Expense,541.27
2022-01-09,Salary Deposit,Income,950.23
2024-07-20,Walmart,Expense,949.59
2022-06-12,Salary Deposit,Income,392.36
2023-03-21,Salary Deposit,Income,500.01
2023-05-28,Misc Income,Income,417.39
2023-03-26,Kroger,Expense,491.68
2024-03-23,Salary Deposit,Income,648.57
2024-08-23,Spotify,Expense,12.72
2024-10-13,Salary Deposit,Income,116.15
2022-02-25,CVS Pharmacy,Expense,176.59
2022-10-14,Salary Deposit,Income,409.63
2023-10-01,Salary Deposit,Income,345.58
2023-08-03,Target,Expense,451.86
2022-12-08,Salary Deposit,Income,293.13
2023-07-10,McDonald's,Expense,449.62
2024-10-25,Apple Store,Expense,221.92
2022-04-06,CVS Pharmacy,Expense,856.46
2023-05-18,Electric Company,Expense,424.53
2023-04-08,Misc Income,Income,463.58
2024-05-17,Salary Deposit,Income,764.43
2022-01-20,Salary Deposit,Income,551.6
2024-10-09,Uber,Expense,808.13
2024-09-30,Salary Deposit,Income,867.58
2022-03-31,Costco,Expense,684.28
2022-01-28,Uber,Expense,167.29
2023-03-30,Phone Company,Expense,316.37
2024-01-07,Salary Deposit,Income,877.9
2022-12-05,Salary Deposit,Income,773.66
2024-02-18,Salary Deposit,Income,304.77
2023-10-17,Salary Deposit,Income,886.81
2023-08-17,Kroger,Expense,626.76
2022-09-28,Salary Deposit,Income,297.59
2022-10-03,Salary Deposit,Income,950.81
2023-09-07,Starbucks,Expense,38.06
2023-08-06,Misc Income,Income,613.51
2024-07-03,Salary Deposit,Income,525.88
2024-05-26,Misc Income,Income,36.17
2024-10-03,Amazon,Expense,428.02
2023-03-25,Salary Deposit,Income,187.98
2023-05-27,Salary Deposit,Income,130.36
2023-02-10,Walgreens,Expense,812.13
2022-07-30,Netflix,Expense,827.86
2024-09-05,Rent Payment,Expense,428.47
2022-12-15,Salary Deposit,Income,74.85
2024-06-12,Salary Deposit,Income,428.89
2022-10-06,Internet Provider,Expense,54.3
2023-12-17,Salary Deposit,Income,701.56
2022-08-19,Uber,Expense,750.17
2024-09-24,Salary Deposit,Income,418.71
2024-07-04,Walmart,Expense,640.36
2023-09-03,Salary Deposit,Income,613.4
2023-12-24,Health Insurance,Expense,124.3
2023-03-04,Amazon,Expense,335.66
2023-09-16,Kroger,Expense,424.63
2022-09-08,Salary Deposit,Income,537.92
2022-04-20,Salary Deposit,Income,444.54
2024-10-27,Salary Deposit,Income,312.04
2023-10-16,Netflix,Expense,118.38
2024-07-28,Car Insurance,Expense,241.15
2023-05-17,Salary Deposit,Income,904.91
2023-02-20,Rent Payment,Expense,550.96
2022-12-20,Target,Expense,606.91
2023-05-15,Salary Deposit,Income,970.41
2024-08-26,McDonald's,Expense,837.42
2024-07-11,Salary Deposit,Income,277.92
2022-08-03,Uber,Expense,857.04
2024-11-16,Shell Gas,Expense,30.22
2024-07-30,Salary Deposit,Income,560.14
2023-10-22,Salary Deposit,Income,390.23
2023-07-21,Walmart,Expense,809.29
2022-08-25,Misc Income,Income,971.88
2023-04-29,Internet Provider,Expense,477.62
2023-09-20,Salary Deposit,Income,893.52
2024-09-04,Salary Deposit,Income,699.57
2023-11-12,Salary Deposit,Income,622.13
2024-07-25,Misc Income,Income,92.49
2022-12-28,Amazon,Expense,552.24
2022-08-27,Salary Deposit,Income,54.68
2022-04-06,Misc Income,Income,672.25
2023-05-30,Misc Income,Income,549.49
2024-03-20,Uber,Expense,258.19
2022-04-06,Misc Income,Income,398.62
2023-12-14,Misc Income,Income,795.13
2022-10-02,Salary Deposit,Income,448.61
2022-04-11,Walgreens,Expense,840.84
2023-10-28,Car Insurance,Expense,182.77
2022-01-15,Salary Deposit,Income,785.93
2023-02-03,Salary Deposit,Income,161.31
2022-08-27,Salary Deposit,Income,639.75
2023-05-14,Salary Deposit,Income,201.96
2023-07-23,Electric Company,Expense,798.73
2023-12-14,Salary Deposit,Income,139.03
2022-12-19,Internet Provider,Expense,798.89
2023-02-13,Amazon,Expense,63.84
2024-07-31,Health Insurance,Expense,639.13
2022-08-30,Target,Expense,662.65
2024-04-25,Water Utility,Expense,928.01
2023-08-08,Uber,Expense,644.51
2023-10-09,Water Utility,Expense,555.39
2024-04-11,Best Buy,Expense,526.18
2024-06-17,Starbucks,Expense,20.95
2024-04-12,Salary Deposit,Income,489.22
2022-10-24,Salary Deposit,Income,202.63
2024-03-28,Salary Deposit,Income,24.84
2024-10-08,Walgreens,Expense,674.99
2023-02-02,Internet Provider,Expense,481.01
2023-08-25,Rent Payment,Expense,725.29
2023-06-12,Starbucks,Expense,522.25
2024-03-18,Salary Deposit,Income,244.42
2023-06-04,Salary Deposit,Income,181.12
2024-03-02,Salary Deposit,Income,584.92
2024-12-13,Salary Deposit,Income,902.49
2022-03-02,McDonald's,Expense,661.17
2024-01-30,Misc Income,Income,597.42
2024-10-22,Misc Income,Income,89.7
2024-07-03,Misc Income,Income,199.21
2024-01-31,Salary Deposit,Income,164.97
2022-04-12,Salary Deposit,Income,448.09
2024-09-09,Salary Deposit,Income,649.41
2022-09-26,Salary Deposit,Income,896.21
2024-05-29,Misc Income,Income,658.92
2024-03-07,Walgreens,Expense,46.66
2023-10-28,Salary Deposit,Income,643.3
2024-08-02,Health Insurance,Expense,955.54
2022-10-10,Spotify,Expense,188.7
2022-10-12,Shell Gas,Expense,448.34
2022-04-21,Amazon,Expense,718.31
2023-07-18,Salary Deposit,Income,560.75
2022-06-28,Phone Company,Expense,381.96
2022-03-15,Salary Deposit,Income,61.04
2023-06-14,Water Utility,Expense,455.24
2023-10-16,Best Buy,Expense,493.26
2023-08-27,Netflix,Expense,48.77
2022-10-05,Walgreens,Expense,202.16
2022-10-11,Salary Deposit,Income,401.4
2024-09-28,Rent Payment,Expense,57.62
2023-07-15,Salary Deposit,Income,386.89
2022-07-26,Costco,Expense,663.53
2022-07-20,CVS Pharmacy,Expense,48.36
2024-02-05,Spotify,Expense,423.32
2022-10-19,Walmart,Expense,417.36
2023-02-26,Salary Deposit,Income,702.86
2024-07-20,Salary Deposit,Income,2.12
2022-12-12,Shell Gas,Expense,468.54
2024-08-19,Walmart,Expense,353.92
2023-11-27,Uber,Expense,539.8
2022-10-29,Walgreens,Expense,450.76
2024-02-09,Salary Deposit,Income,792.16
2022-06-20,Uber,Expense,296.49
2024-01-31,Shell Gas,Expense,156.64
2024-06-29,Misc Income,Income,749.81
2022-10-13,Health Insurance,Expense,514.41
2024-06-20,Salary Deposit,Income,232.95
2022-10-17,Best Buy,Expense,39.67
2022-07-02,Shell Gas,Expense,68.8
2022-08-31,Salary Deposit,Income,824.09
2022-06-27,Salary Deposit,Income,884.11
2022-11-12,Gym Membership,Expense,928.03
2022-07-01,Walmart,Expense,660.78
2024-11-07,Salary Deposit,Income,754.48
2024-09-12,Salary Deposit,Income,701.59
2023-05-14,Shell Gas,Expense,558.85
2022-11-08,Walmart,Expense,789.59
2024-08-29,Salary Deposit,Income,375.68
2022-11-04,Walmart,Expense,839.11
2024-08-05,Electric Company,Expense,202.99
2024-11-13,Best Buy,Expense,99.55
2022-10-26,Salary Deposit,Income,104.19
2023-06-03,Costco,Expense,657.48
2022-03-21,Target,Expense,958.42
2022-08-18,Walmart,Expense,527.05
2022-07-13,Rent Payment,Expense,558.39
2024-01-17,Starbucks,Expense,951.58
2023-10-22,Shell Gas,Expense,170.1
2022-07-06,Salary Deposit,Income,728.11
2024-12-17,Shell Gas,Expense,561.58
2022-09-25,Apple Store,Expense,355.11
2023-10-29,Salary Deposit,Income,908.72
2024-01-01,Shell Gas,Expense,958.97
2024-09-06,Gym Membership,Expense,865.54
2022-08-12,Amazon,Expense,194.27
2023-12-03,Misc Income,Income,602.32
2024-01-27,Phone Company,Expense,333.33
2024-01-06,Internet Provider,Expense,831.13
2022-06-01,McDonald's,Expense,597.39
2024-02-24,Best Buy,Expense,494.44
2024-10-17,Starbucks,Expense,758.69
2022-09-11,Target,Expense,517.72
2023-01-17,Health Insurance,Expense,968.78
2024-09-21,Water Utility,Expense,851.01
2023-10-27,Salary Deposit,Income,402.8
2024-09-14,Salary Deposit,Income,950.51
2024-12-27,Misc Income,Income,552.3
2022-08-20,Target,Expense,23.01
2022-07-03,Salary Deposit,Income,498.08
2022-11-04,Costco,Expense,280.73
2023-09-18,Electric Company,Expense,179.33
2023-09-26,Amazon,Expense,79.7
2023-05-04,Salary Deposit,Income,693.71
2024-10-25,Salary Deposit,Income,850.68
2022-09-21,Water Utility,Expense,58.57
2024-12-19,Salary Deposit,Income,209.69
2023-05-02,Salary Deposit,Income,18.71
2022-12-18,Salary Deposit,Income,930.99
2024-10-11,Misc Income,Income,142.37
2024-02-05,Apple Store,Expense,464.88
2024-04-20,McDonald's,Expense,415.07
2022-07-12,Salary Deposit,Income,281.11
2024-11-06,Salary Deposit,Income,271.79
2023-02-10,Target,Expense,134.06
2022-12-19,Walgreens,Expense,861.88
2022-09-24,Shell Gas,Expense,189.29
2022-02-02,Salary Deposit,Income,159.0
2023-10-10,Internet Provider,Expense,369.83
2022-08-03,Salary Deposit,Income,431.26
2022-05-08,Phone Company,Expense,175.66
2023-03-28,Water Utility,Expense,545.99
2024-07-24,Internet Provider,Expense,698.03
2023-11-01,Water Utility,Expense,925.41
2024-09-06,Salary Deposit,Income,258.07
2022-07-23,Walgreens,Expense,573.74
2024-05-19,Apple Store,Expense,177.44
2022-06-18,Gym Membership,Expense,57.51
2024-06-06,Misc Income,Income,471.0
2024-03-28,Salary Deposit,Income,320.94
2024-01-04,Salary Deposit,Income,329.52
2022-09-05,Salary Deposit,Income,981.54
2023-09-21,Salary Deposit,Income,454.15
2024-07-21,Costco,Expense,347.07
2023-02-04,Misc Income,Income,258.86
2024-04-28,Home Depot,Expense,150.68
2022-11-23,Phone Company,Expense,479.47
2023-01-01,Salary Deposit,Income,848.42
2023-04-15,Salary Deposit,Income,592.01
2024-11-25,Amazon,Expense,214.87
2024-02-15,CVS Pharmacy,Expense,30.55
2024-01-14,Netflix,Expense,138.55
2023-05-27,Target,Expense,116.83
2024-05-16,Misc Income,Income,802.11
2024-08-01,Target,Expense,190.38
2024-04-07,Apple Store,Expense,467.68
2024-12-28,Amazon,Expense,719.46
2022-10-15,Salary Deposit,Income,147.67
2022-02-13,Home Depot,Expense,70.07
2023-04-25,Costco,Expense,904.15
2023-12-21,Best Buy,Expense,671.01
2023-04-19,Misc Income,Income,666.37
2024-04-27,Salary Deposit,Income,42.47
2023-11-10,Salary Deposit,Income,190.49
2023-07-08,Salary Deposit,Income,482.97
2024-05-10,McDonald's,Expense,349.78
2024-10-02,Salary Deposit,Income,16.03
2023-05-02,Spotify,Expense,415.52
2024-06-10,Misc Income,Income,287.95
2023-06-05,Internet Provider,Expense,974.79
2024-05-09,Salary Deposit,Income,161.83
2023-11-08,Salary Deposit,Income,376.35
2022-09-20,Misc Income,Income,847.62
2024-03-22,Salary Deposit,Income,502.18
2022-01-13,Misc Income,Income,228.05
2023-07-22,Salary Deposit,Income,280.91
2022-12-02,Salary Deposit,Income,19.23
2022-06-19,CVS Pharmacy,Expense,588.14
2022-05-02,Electric Company,Expense,854.96
2024-10-20,Salary Deposit,Income,973.71
2023-03-27,Uber,Expense,433.76
2024-07-31,Electric Company,Expense,378.21
2024-09-01,Home Depot,Expense,983.0
2022-12-30,Apple Store,Expense,881.57
2024-07-01,Starbucks,Expense,428.76
2022-05-15,Salary Deposit,Income,686.0
2024-01-18,Water Utility,Expense,989.37
2023-06-22,Salary Deposit,Income,456.74
2024-02-09,Walmart,Expense,855.97
2023-01-29,McDonald's,Expense,718.14
2024-01-28,Salary Deposit,Income,106.47
2024-02-21,Netflix,Expense,279.13
2022-07-23,Salary Deposit,Income,772.82
2023-11-03,Salary Deposit,Income,890.97
2024-02-14,Salary Deposit,Income,29.1
2022-04-01,Starbucks,Expense,568.47
2022-08-25,Salary Deposit,Income,806.99
2022-11-19,Misc Income,Income,485.6
2022-07-29,Water Utility,Expense,752.6
2024-04-30,Misc Income,Income,44.05
2022-04-24,CVS Pharmacy,Expense,227.44
2023-04-05,Misc Income,Income,685.17
2023-11-10,Walmart,Expense,954.78
2024-01-09,Salary Deposit,Income,124.9
2024-01-01,CVS Pharmacy,Expense,619.95
2024-08-27,Salary Deposit,Income,968.69
2023-07-24,Walgreens,Expense,610.63
2023-10-10,Misc Income,Income,724.35
2022-10-28,Netflix,Expense,224.93
2022-03-04,Best Buy,Expense,467.73
2022-05-18,Shell Gas,Expense,709.12
2023-12-23,Salary Deposit,Income,864.11
2024-07-05,Misc Income,Income,603.15
2024-10-15,Gym Membership,Expense,748.07
2022-08-22,Salary Deposit,Income,562.55
2023-09-05,CVS Pharmacy,Expense,337.96
2024-01-09,Gym Membership,Expense,90.1
2022-09-24,Apple Store,Expense,817.83
2022-09-24,Walgreens,Expense,822.42
2024-02-25,Salary Deposit,Income,374.96
2022-12-30,Salary Deposit,Income,922.46
2022-06-11,Salary Deposit,Income,150.61
2024-09-24,Misc Income,Income,165.51
2024-12-25,CVS Pharmacy,Expense,737.92
2022-08-03,Gym Membership,Expense,238.5
2022-03-17,Salary Deposit,Income,929.1
2022-03-09,Apple Store,Expense,690.18
2022-08-12,Misc Income,Income,522.01
2024-09-20,Phone Company,Expense,922.86
2023-12-23,Salary Deposit,Income,50.18
2024-09-16,Phone Company,Expense,969.84
2022-01-27,Misc Income,Income,668.38
2022-03-28,Salary Deposit,Income,465.03
2023-09-30,Car Insurance,Expense,603.45
2024-11-12,Starbucks,Expense,209.69
2022-07-29,Apple Store,Expense,427.74
2022-04-18,Salary Deposit,Income,416.98
2023-02-18,Salary Deposit,Income,114.83
2024-04-26,McDonald's,Expense,758.7
2023-02-28,CVS Pharmacy,Expense,920.4
2024-01-17,Misc Income,Income,55.65
2024-01-29,Salary Deposit,Income,63.85
2022-10-16,Amazon,Expense,776.59
2024-01-03,Walmart,Expense,879.69
2024-06-19,Salary Deposit,Income,49.09
2022-04-13,Salary Deposit,Income,315.79
2022-02-28,Salary Deposit,Income,262.61
2022-09-10,Water Utility,Expense,510.8
2024-05-23,Rent Payment,Expense,443.15
2022-12-11,Misc Income,Income,258.57
2022-12-13,Rent Payment,Expense,328.04
2022-03-21,Rent Payment,Expense,978.87
2023-05-04,Salary Deposit,Income,459.78
2024-03-21,Amazon,Expense,273.84
2022-03-14,Target,Expense,414.66
2024-06-15,Misc Income,Income,386.84
2024-03-03,Salary Deposit,Income,80.27
2022-03-31,Electric Company,Expense,595.04
2022-05-03,Phone Company,Expense,814.16
2024-06-18,Salary Deposit,Income,92.72
2022-07-20,Salary Deposit,Income,172.18
2024-04-12,Health Insurance,Expense,335.94
2023-12-10,Internet Provider,Expense,130.94
2023-08-17,Salary Deposit,Income,800.07
2023-06-15,Salary Deposit,Income,494.95
2022-05-10,Misc Income,Income,245.33
2022-12-11,Kroger,Expense,290.13
2024-02-07,Misc Income,Income,104.28
2022-12-19,Amazon,Expense,491.82
2022-10-27,Walgreens,Expense,603.44
2024-10-12,Kroger,Expense,456.14
2022-06-17,Salary Deposit,Income,699.29
2024-03-09,Salary Deposit,Income,869.83
2023-04-29,Walmart,Expense,935.65
2024-04-18,Netflix,Expense,866.75
2024-04-18,Rent Payment,Expense,895.2
2024-04-25,Best Buy,Expense,157.2
2022-04-23,Walgreens,Expense,224.23
2024-11-07,Misc Income,Income,982.64
2023-01-29,Salary Deposit,Income,252.22
2023-03-19,Salary Deposit,Income,657.93
2024-09-19,Misc Income,Income,163.19
2024-01-26,Misc Income,Income,384.5
2022-02-09,Salary Deposit,Income,691.27
2023-03-16,Gym Membership,Expense,854.4
2023-11-23,Salary Deposit,Income,4.83
2022-04-29,Salary Deposit,Income,290.72
2024-03-13,Car Insurance,Expense,342.04
2023-11-05,Kroger,Expense,269.4
2023-07-19,Salary Deposit,Income,531.2
2022-07-11,Salary Deposit,Income,536.13
2023-11-04,Costco,Expense,545.5
2024-12-27,Salary Deposit,Income,525.64
2023-07-11,Target,Expense,287.45
2024-07-14,Health Insurance,Expense,674.4
2024-08-12,Best Buy,Expense,179.46
2024-08-15,Spotify,Expense,527.03
2022-09-23,Home Depot,Expense,716.04
2023-07-03,Misc Income,Income,279.45
2024-05-16,Walgreens,Expense,812.97
2024-09-24,Misc Income,Income,189.37
2022-07-26,Salary Deposit,Income,972.99
2023-12-23,Gym Membership,Expense,414.39
2022-05-05,Salary Deposit,Income,190.47
2023-06-05,Salary Deposit,Income,293.5
2022-11-19,Starbucks,Expense,944.88
2024-01-11,Salary Deposit,Income,413.64
2024-02-29,Electric Company,Expense,161.07
2024-07-20,Salary Deposit,Income,512.17
2024-02-14,Salary Deposit,Income,943.91
2022-09-05,Apple Store,Expense,619.96
2023-05-08,Apple Store,Expense,430.06
2022-06-15,Health Insurance,Expense,960.99
2022-01-26,Salary Deposit,Income,846.69
2023-05-23,Misc Income,Income,405.31
2024-08-06,Salary Deposit,Income,681.92
2023-02-04,Best Buy,Expense,323.67
2024-07-28,Salary Deposit,Income,156.3
2022-02-18,Phone Company,Expense,408.85
2022-12-22,Salary Deposit,Income,160.13
2024-10-14,Salary Deposit,Income,520.0
2023-09-01,Misc Income,Income,68.2
2023-02-01,Salary Deposit,Income,265.4
2022-04-22,Misc Income,Income,562.2
2024-04-11,Salary Deposit,Income,802.62
2023-06-08,Misc Income,Income,87.01
2024-11-16,Salary Deposit,Income,519.01
2023-01-08,Misc Income,Income,576.13
2023-10-02,Salary Deposit,Income,720.71
2023-03-29,Salary Deposit,Income,703.9
2022-04-02,Salary Deposit,Income,374.87
2024-02-17,Salary Deposit,Income,908.5
2024-05-07,CVS Pharmacy,Expense,954.72
2023-06-26,Target,Expense,334.34
2024-07-04,Spotify,Expense,690.94
2024-07-29,Internet Provider,Expense,580.05
2022-12-30,Misc Income,Income,105.45
2023-02-13,Salary Deposit,Income,859.43
2024-01-11,Netflix,Expense,626.23
2022-10-16,Salary Deposit,Income,768.74
2022-02-07,Health Insurance,Expense,880.42
2022-07-04,Salary Deposit,Income,711.28
2024-04-30,Misc Income,Income,888.85
2024-06-17,Spotify,Expense,397.38
2024-10-04,Best Buy,Expense,404.73
2023-01-20,Best Buy,Expense,483.1
2023-05-31,Shell Gas,Expense,496.51
2024-05-16,Salary Deposit,Income,162.06
2023-02-23,Salary Deposit,Income,822.67
2023-05-15,Salary Deposit,Income,663.41
2022-03-04,Costco,Expense,790.01
2022-06-23,Kroger,Expense,228.93
2022-03-28,Misc Income,Income,159.41
2024-03-13,Walmart,Expense,573.45
2023-09-05,Walmart,Expense,760.53
2023-04-08,Best Buy,Expense,632.67
2024-06-15,Misc Income,Income,133.56
2023-05-07,Salary Deposit,Income,890.6
2023-06-02,Salary Deposit,Income,914.18
2022-03-06,Misc Income,Income,60.79
2024-01-07,Salary Deposit,Income,300.35
2022-05-16,Health Insurance,Expense,867.58
2022-04-10,Health Insurance,Expense,424.56
2022-10-29,Salary Deposit,Income,246.87
2022-04-30,Kroger,Expense,144.08
2022-01-27,Internet Provider,Expense,539.19
2024-09-25,Health Insurance,Expense,123.96
2022-10-18,Gym Membership,Expense,189.31
2023-12-19,Car Insurance,Expense,379.76
2023-12-28,Salary Deposit,Income,173.64
2022-11-06,Walgreens,Expense,557.27
2024-05-31,Rent Payment,Expense,908.39
2024-02-16,Salary Deposit,Income,159.25
2022-02-25,Best Buy,Expense,310.53
2023-02-27,Misc Income,Income,583.41
2022-06-03,Salary Deposit,Income,520.2
2024-12-02,Walmart,Expense,220.53
2023-09-09,Salary Deposit,Income,28.72
2024-12-11,Car Insurance,Expense,684.17
2022-03-13,Misc Income,Income,242.31
2023-11-01,Salary Deposit,Income,859.52
2024-01-24,Salary Deposit,Income,37.59
2022-02-21,McDonald's,Expense,204.96
2024-07-28,Kroger,Expense,740.31
2024-08-20,Internet Provider,Expense,982.54
2023-02-18,Salary Deposit,Income,470.82
2023-12-20,Uber,Expense,253.65
2024-02-08,Internet Provider,Expense,480.77
2022-03-31,Target,Expense,520.33
2023-09-09,Electric Company,Expense,441.52
2022-10-26,Home Depot,Expense,977.41
2024-06-06,Walmart,Expense,359.67
2024-01-22,Salary Deposit,Income,858.28
2024-03-23,Target,Expense,434.47
2023-05-13,Kroger,Expense,769.91
2023-11-11,Health Insurance,Expense,335.17
2024-09-03,Salary Deposit,Income,835.88
2024-11-30,Target,Expense,674.05
2024-08-31,Shell Gas,Expense,129.88
2023-08-06,Salary Deposit,Income,767.98
2023-03-05,Starbucks,Expense,702.68
2023-04-18,Internet Provider,Expense,576.88
2022-07-14,Home Depot,Expense,795.93
2023-03-29,Kroger,Expense,221.07
2023-07-26,Salary Deposit,Income,857.49
2024-08-31,Salary Deposit,Income,870.02
2022-08-05,Salary Deposit,Income,399.53
2023-03-12,Salary Deposit,Income,513.17
2022-01-08,Salary Deposit,Income,970.48
2024-08-03,Salary Deposit,Income,117.5
2022-09-24,CVS Pharmacy,Expense,933.14
2024-05-07,Amazon,Expense,136.65
2023-08-05,Netflix,Expense,934.48
2022-08-15,Salary Deposit,Income,771.55
2023-08-05,Misc Income,Income,668.36
2023-10-22,Walgreens,Expense,730.28
2024-05-16,Apple Store,Expense,336.2
2022-06-26,Netflix,Expense,600.51
2022-03-04,Walgreens,Expense,587.33
2024-01-19,Salary Deposit,Income,705.81
2023-06-13,Salary Deposit,Income,436.66
2022-06-16,Salary Deposit,Income,121.79
2024-08-02,Apple Store,Expense,864.73
2023-07-05,Salary Deposit,Income,156.93
2024-01-10,CVS Pharmacy,Expense,545.96
2024-03-13,Internet Provider,Expense,264.02
2022-10-29,Salary Deposit,Income,322.26
2022-02-08,Salary Deposit,Income,274.95
2024-04-01,Salary Deposit,Income,872.81
2024-12-09,Rent Payment,Expense,373.8
2022-09-05,CVS Pharmacy,Expense,594.45
2022-01-09,Spotify,Expense,282.62
2023-12-19,Phone Company,Expense,146.27
2023-08-27,Salary Deposit,Income,871.09
2023-02-22,Salary Deposit,Income,914.57
2024-11-03,Misc Income,Income,85.72
2024-05-15,Salary Deposit,Income,805.15
2024-02-27,CVS Pharmacy,Expense,608.8
2024-04-21,Rent Payment,Expense,233.06
2023-08-21,Gym Membership,Expense,432.41
